incident_key,customer_id,merchant_id,amount_minor,currency,payment_method,customer_segment,failure_category,previous_successes,previous_failures,contact_history,latent_recoverability,time_to_funds_hours,unrecoverable,detected_at
inc-2048,cust_1264,mch_demo,1299800,INR,wallet,STANDARD,BANK_DECLINE,13,1,1,0.2753,54.37,False,2026-08-18T04:03:42.131498+00:00
inc-2049,cust_1170,mch_demo,1151800,INR,upi,STANDARD,MANDATE_FAILURE,19,1,3,0.6078,25.69,False,2026-08-15T23:03:42.131498+00:00
inc-2050,cust_1219,mch_demo,1127300,INR,upi,PREMIUM,INSUFFICIENT_FUNDS,11,5,0,0.2453,54.16,False,2026-08-12T20:03:42.131498+00:00
inc-2051,cust_1343,mch_demo,13792200,INR,wallet,STANDARD,MANDATE_FAILURE,17,5,2,0.2861,17.7,False,2026-08-08T11:03:42.131498+00:00
inc-2052,cust_1491,mch_demo,8435800,INR,wallet,PREMIUM,CARD_EXPIRED,21,4,0,0.334,23.66,False,2026-08-13T20:03:42.131498+00:00
inc-2053,cust_1261,mch_demo,2253500,INR,card,VIP,CARD_BLOCKED,26,2,0,0.3534,23.6,False,2026-08-08T09:03:42.131498+00:00
inc-2054,cust_1398,mch_demo,2046900,INR,netbanking,VIP,UNKNOWN,27,5,2,0.5339,50.02,False,2026-08-12T14:03:42.131498+00:00
inc-2055,cust_1065,mch_demo,1679600,INR,card,PREMIUM,BANK_DECLINE,15,1,2,0.4587,19.37,False,2026-08-13T08:03:42.131498+00:00
inc-2056,cust_1041,mch_demo,49999900,INR,upi,VIP,UNKNOWN,26,1,1,0.2329,27.38,True,2026-08-11T21:03:42.131498+00:00
inc-2057,cust_1126,mch_demo,440400,INR,card,STANDARD,NETWORK_TIMEOUT,26,0,3,0.376,54.23,False,2026-08-12T21:03:42.131498+00:00
inc-2058,cust_1403,mch_demo,240200,INR,card,STANDARD,BANK_DECLINE,26,0,2,0.4888,62.79,False,2026-08-10T09:03:42.131498+00:00
inc-2059,cust_1335,mch_demo,39538600,INR,upi,VIP,PROCESSOR_ERROR,5,0,1,0.1958,7.53,False,2026-08-11T01:03:42.131498+00:00
inc-2060,cust_1482,mch_demo,442000,INR,card,PREMIUM,AUTHENTICATION_FAILURE,34,4,3,0.5301,59.76,False,2026-08-21T22:03:42.131498+00:00
inc-2061,cust_1293,mch_demo,12738300,INR,upi,STANDARD,INSUFFICIENT_FUNDS,8,0,2,0.4558,32.28,True,2026-08-16T04:03:42.131498+00:00
inc-2062,cust_1429,mch_demo,457600,INR,upi,STANDARD,AUTHENTICATION_FAILURE,24,5,2,0.3683,28.74,False,2026-08-16T02:03:42.131498+00:00
inc-2063,cust_1235,mch_demo,2361800,INR,upi,PREMIUM,BANK_DECLINE,0,1,3,0.6544,60.16,False,2026-08-19T17:03:42.131498+00:00
inc-2064,cust_1367,mch_demo,822500,INR,netbanking,VIP,CARD_EXPIRED,5,4,3,0.2498,35.8,False,2026-08-13T20:03:42.131498+00:00
inc-2065,cust_1111,mch_demo,34780300,INR,netbanking,STANDARD,INSUFFICIENT_FUNDS,38,0,0,0.3764,12.92,False,2026-08-17T06:03:42.131498+00:00
inc-2066,cust_1290,mch_demo,2717200,INR,card,PREMIUM,UNKNOWN,37,0,0,0.1651,18.85,False,2026-08-16T18:03:42.131498+00:00
inc-2067,cust_1426,mch_demo,855500,INR,wallet,STANDARD,NETWORK_TIMEOUT,17,4,0,0.6846,24.58,False,2026-08-13T02:03:42.131498+00:00
inc-2068,cust_1252,mch_demo,12351900,INR,card,STANDARD,CARD_EXPIRED,2,0,2,0.5506,65.97,False,2026-08-12T18:03:42.131498+00:00
inc-2069,cust_1335,mch_demo,142100,INR,card,STANDARD,CARD_EXPIRED,1,0,2,0.3703,49.31,False,2026-08-09T16:03:42.131498+00:00
inc-2070,cust_1474,mch_demo,359100,INR,card,VIP,PROCESSOR_ERROR,34,0,0,0.459,63.83,False,2026-08-13T03:03:42.131498+00:00
inc-2071,cust_1132,mch_demo,19582300,INR,card,PREMIUM,INSUFFICIENT_FUNDS,19,4,2,0.2855,64.62,False,2026-08-17T18:03:42.131498+00:00
inc-2072,cust_1248,mch_demo,101900,INR,card,STANDARD,CHECKOUT_ABANDONED,13,4,3,0.1838,9.88,False,2026-08-19T23:03:42.131498+00:00
inc-2073,cust_1404,mch_demo,1615400,INR,wallet,STANDARD,AUTHENTICATION_FAILURE,13,1,0,0.2044,44.48,False,2026-08-20T04:03:42.131498+00:00
inc-2074,cust_1082,mch_demo,1497100,INR,card,STANDARD,CARD_BLOCKED,18,0,0,0.3169,14.75,False,2026-08-21T22:03:42.131498+00:00
inc-2075,cust_1465,mch_demo,11264000,INR,wallet,STANDARD,AUTHENTICATION_FAILURE,38,1,3,0.6181,37.44,False,2026-08-19T03:03:42.131498+00:00
inc-2076,cust_1403,mch_demo,9204000,INR,card,STANDARD,CHECKOUT_ABANDONED,31,2,0,0.2531,49.4,True,2026-08-10T05:03:42.131498+00:00
inc-2077,cust_1127,mch_demo,2715800,INR,card,STANDARD,CARD_EXPIRED,7,2,2,0.5804,63.88,False,2026-08-18T10:03:42.131498+00:00
inc-2078,cust_1339,mch_demo,148000,INR,wallet,STANDARD,MANDATE_FAILURE,24,0,3,0.2698,42.16,True,2026-08-09T07:03:42.131498+00:00
inc-2079,cust_1378,mch_demo,1903500,INR,netbanking,STANDARD,MANDATE_FAILURE,0,1,2,0.242,24.68,False,2026-08-11T10:03:42.131498+00:00
inc-2080,cust_1269,mch_demo,168300,INR,netbanking,VIP,PROCESSOR_ERROR,24,4,2,0.4785,39.44,False,2026-08-10T22:03:42.131498+00:00
inc-2081,cust_1302,mch_demo,18919500,INR,card,PREMIUM,BANK_DECLINE,27,3,2,0.6896,67.98,True,2026-08-19T18:03:42.131498+00:00
inc-2082,cust_1229,mch_demo,2573900,INR,card,STANDARD,PROCESSOR_ERROR,29,1,3,0.3129,32.68,False,2026-08-18T02:03:42.131498+00:00
inc-2083,cust_1447,mch_demo,27756400,INR,card,VIP,MANDATE_FAILURE,1,5,0,0.3728,11.48,True,2026-08-13T21:03:42.131498+00:00
inc-2084,cust_1331,mch_demo,26280800,INR,wallet,STANDARD,BANK_DECLINE,16,0,3,0.1528,57.35,False,2026-08-11T04:03:42.131498+00:00
inc-2085,cust_1209,mch_demo,194300,INR,card,STANDARD,INSUFFICIENT_FUNDS,17,0,3,0.1519,14.95,False,2026-08-13T06:03:42.131498+00:00
inc-2086,cust_1445,mch_demo,280500,INR,card,STANDARD,BANK_DECLINE,8,1,1,0.4258,42.45,True,2026-08-14T13:03:42.131498+00:00
inc-2087,cust_1142,mch_demo,351900,INR,wallet,PREMIUM,CARD_BLOCKED,9,4,1,0.4558,29.62,False,2026-08-10T14:03:42.131498+00:00
inc-2088,cust_1137,mch_demo,18305300,INR,wallet,STANDARD,INSUFFICIENT_FUNDS,14,2,0,0.3001,52.5,True,2026-08-10T05:03:42.131498+00:00
inc-2089,cust_1099,mch_demo,756200,INR,netbanking,VIP,MANDATE_FAILURE,9,1,1,0.5169,66.95,False,2026-08-15T08:03:42.131498+00:00
inc-2090,cust_1489,mch_demo,51500,INR,wallet,STANDARD,CARD_EXPIRED,38,3,1,0.5018,7.93,False,2026-08-14T08:03:42.131498+00:00
inc-2091,cust_1052,mch_demo,10947300,INR,card,PREMIUM,INSUFFICIENT_FUNDS,21,1,2,0.6183,11.1,True,2026-08-15T15:03:42.131498+00:00
inc-2092,cust_1147,mch_demo,1564500,INR,wallet,VIP,PROCESSOR_ERROR,29,2,1,0.5685,42.34,True,2026-08-16T10:03:42.131498+00:00
inc-2093,cust_1114,mch_demo,334100,INR,card,VIP,CARD_EXPIRED,14,2,3,0.5029,70.77,False,2026-08-09T00:03:42.131498+00:00
inc-2094,cust_1341,mch_demo,10037900,INR,upi,STANDARD,BANK_DECLINE,14,5,3,0.4056,22.54,False,2026-08-19T13:03:42.131498+00:00
inc-2095,cust_1282,mch_demo,603300,INR,netbanking,PREMIUM,CHECKOUT_ABANDONED,31,2,2,0.4779,52.06,True,2026-08-14T23:03:42.131498+00:00
inc-2096,cust_1308,mch_demo,49900,INR,wallet,STANDARD,UNKNOWN,19,2,1,0.6421,40.31,True,2026-08-13T02:03:42.131498+00:00
inc-2097,cust_1198,mch_demo,12163900,INR,netbanking,VIP,CHECKOUT_ABANDONED,29,1,1,0.1581,35.85,True,2026-08-21T00:03:42.131498+00:00
inc-2098,cust_1047,mch_demo,824500,INR,upi,VIP,CARD_EXPIRED,35,0,2,0.3695,44.79,False,2026-08-13T04:03:42.131498+00:00
inc-2099,cust_1262,mch_demo,14797700,INR,netbanking,STANDARD,INSUFFICIENT_FUNDS,30,5,3,0.227,46.65,False,2026-08-21T14:03:42.131498+00:00
inc-2100,cust_1440,mch_demo,297900,INR,upi,PREMIUM,NETWORK_TIMEOUT,0,4,2,0.2981,50.57,False,2026-08-11T09:03:42.131498+00:00
inc-2101,cust_1262,mch_demo,656000,INR,card,STANDARD,CARD_BLOCKED,17,0,3,0.6455,52.82,False,2026-08-15T14:03:42.131498+00:00
inc-2102,cust_1167,mch_demo,1353100,INR,card,PREMIUM,BANK_DECLINE,20,3,2,0.6683,61.83,False,2026-08-19T17:03:42.131498+00:00
inc-2103,cust_1414,mch_demo,16033400,INR,wallet,STANDARD,INSUFFICIENT_FUNDS,10,2,1,0.3613,30.35,False,2026-08-10T00:03:42.131498+00:00
inc-2104,cust_1345,mch_demo,101200,INR,card,PREMIUM,BANK_DECLINE,22,1,1,0.5114,61.99,False,2026-08-14T19:03:42.131498+00:00
inc-2105,cust_1115,mch_demo,1804500,INR,card,PREMIUM,PROCESSOR_ERROR,1,1,3,0.6569,31.89,True,2026-08-13T18:03:42.131498+00:00
inc-2106,cust_1307,mch_demo,48062300,INR,upi,STANDARD,CARD_BLOCKED,1,2,0,0.2046,32.88,False,2026-08-18T16:03:42.131498+00:00
inc-2107,cust_1302,mch_demo,12060600,INR,upi,VIP,CARD_BLOCKED,24,4,1,0.6478,37.34,False,2026-08-16T21:03:42.131498+00:00
inc-2108,cust_1429,mch_demo,49900,INR,upi,STANDARD,MANDATE_FAILURE,32,0,2,0.5633,41.09,False,2026-08-19T10:03:42.131498+00:00
inc-2109,cust_1343,mch_demo,2426100,INR,card,STANDARD,INSUFFICIENT_FUNDS,6,4,1,0.2517,48.44,True,2026-08-20T00:03:42.131498+00:00
inc-2110,cust_1029,mch_demo,469800,INR,card,STANDARD,UNKNOWN,11,5,2,0.418,34.4,False,2026-08-21T23:03:42.131498+00:00
inc-2111,cust_1358,mch_demo,2652800,INR,wallet,STANDARD,CARD_BLOCKED,32,5,2,0.2513,29.36,False,2026-08-16T01:03:42.131498+00:00
inc-2112,cust_1116,mch_demo,18596300,INR,card,PREMIUM,UNKNOWN,22,5,1,0.6986,15.02,False,2026-08-18T23:03:42.131498+00:00
inc-2113,cust_1238,mch_demo,944000,INR,card,STANDARD,CARD_EXPIRED,18,2,3,0.6793,25.12,False,2026-08-12T01:03:42.131498+00:00
inc-2114,cust_1100,mch_demo,1335100,INR,card,STANDARD,CARD_EXPIRED,5,5,3,0.4882,70.29,False,2026-08-14T12:03:42.131498+00:00
inc-2115,cust_1090,mch_demo,3112400,INR,card,VIP,CHECKOUT_ABANDONED,26,0,1,0.5413,7.75,False,2026-08-14T16:03:42.131498+00:00
inc-2116,cust_1408,mch_demo,15409700,INR,card,STANDARD,MANDATE_FAILURE,9,1,1,0.4122,10.57,True,2026-08-20T11:03:42.131498+00:00
inc-2117,cust_1012,mch_demo,208500,INR,wallet,VIP,CHECKOUT_ABANDONED,27,1,2,0.4132,22.24,False,2026-08-12T14:03:42.131498+00:00
inc-2118,cust_1193,mch_demo,260900,INR,card,PREMIUM,PROCESSOR_ERROR,32,2,3,0.3457,20.56,False,2026-08-19T02:03:42.131498+00:00
inc-2119,cust_1159,mch_demo,9050200,INR,upi,STANDARD,CARD_EXPIRED,2,0,1,0.1957,35.93,False,2026-08-09T02:03:42.131498+00:00
inc-2120,cust_1359,mch_demo,1519200,INR,card,STANDARD,PROCESSOR_ERROR,13,1,2,0.4605,34.87,False,2026-08-16T20:03:42.131498+00:00
inc-2121,cust_1064,mch_demo,18216400,INR,wallet,PREMIUM,PROCESSOR_ERROR,6,3,1,0.6183,58.9,False,2026-08-17T14:03:42.131498+00:00
inc-2122,cust_1021,mch_demo,6935300,INR,card,STANDARD,MANDATE_FAILURE,17,5,0,0.6425,59.76,False,2026-08-19T01:03:42.131498+00:00
inc-2123,cust_1220,mch_demo,2162400,INR,wallet,STANDARD,CARD_BLOCKED,23,0,1,0.5352,38.2,False,2026-08-18T02:03:42.131498+00:00
inc-2124,cust_1160,mch_demo,955400,INR,wallet,VIP,BANK_DECLINE,26,2,3,0.419,39.75,False,2026-08-13T16:03:42.131498+00:00
inc-2125,cust_1147,mch_demo,16516800,INR,card,PREMIUM,CHECKOUT_ABANDONED,7,0,2,0.2379,32.85,False,2026-08-09T17:03:42.131498+00:00
inc-2126,cust_1196,mch_demo,219800,INR,card,PREMIUM,UNKNOWN,7,1,0,0.2213,63.18,False,2026-08-15T01:03:42.131498+00:00
inc-2127,cust_1305,mch_demo,319300,INR,upi,PREMIUM,AUTHENTICATION_FAILURE,1,4,3,0.6317,44.56,False,2026-08-18T05:03:42.131498+00:00
inc-2128,cust_1223,mch_demo,494100,INR,card,PREMIUM,CARD_BLOCKED,0,1,1,0.1901,57.97,False,2026-08-15T14:03:42.131498+00:00
inc-2129,cust_1146,mch_demo,1556800,INR,netbanking,VIP,AUTHENTICATION_FAILURE,36,3,1,0.4038,30.66,False,2026-08-21T21:03:42.131498+00:00
inc-2130,cust_1271,mch_demo,9550300,INR,upi,STANDARD,AUTHENTICATION_FAILURE,18,3,1,0.1633,57.1,False,2026-08-09T00:03:42.131498+00:00
inc-2131,cust_1474,mch_demo,584500,INR,card,PREMIUM,AUTHENTICATION_FAILURE,20,0,3,0.5048,38.22,False,2026-08-20T20:03:42.131498+00:00
inc-2132,cust_1218,mch_demo,5396400,INR,upi,STANDARD,BANK_DECLINE,7,0,1,0.519,64.3,False,2026-08-10T22:03:42.131498+00:00
inc-2133,cust_1149,mch_demo,251300,INR,card,PREMIUM,INSUFFICIENT_FUNDS,8,3,2,0.6019,57.03,False,2026-08-10T23:03:42.131498+00:00
inc-2134,cust_1195,mch_demo,13856800,INR,card,STANDARD,BANK_DECLINE,34,4,3,0.3826,38.92,False,2026-08-09T17:03:42.131498+00:00
inc-2135,cust_1327,mch_demo,34031400,INR,card,PREMIUM,CARD_EXPIRED,38,2,3,0.5335,63.86,False,2026-08-14T21:03:42.131498+00:00
inc-2136,cust_1058,mch_demo,22067800,INR,upi,STANDARD,MANDATE_FAILURE,16,4,2,0.6545,56.4,False,2026-08-20T22:03:42.131498+00:00
inc-2137,cust_1496,mch_demo,167000,INR,card,STANDARD,UNKNOWN,6,2,2,0.6618,31.84,False,2026-08-08T02:03:42.131498+00:00
inc-2138,cust_1375,mch_demo,6843000,INR,card,STANDARD,INSUFFICIENT_FUNDS,18,2,0,0.4475,10.04,True,2026-08-10T20:03:42.131498+00:00
inc-2139,cust_1457,mch_demo,121100,INR,card,PREMIUM,NETWORK_TIMEOUT,4,5,1,0.2831,61.02,False,2026-08-13T19:03:42.131498+00:00
inc-2140,cust_1234,mch_demo,413300,INR,netbanking,PREMIUM,NETWORK_TIMEOUT,32,0,1,0.4333,8.78,False,2026-08-15T10:03:42.131498+00:00
inc-2141,cust_1195,mch_demo,24385200,INR,netbanking,VIP,INSUFFICIENT_FUNDS,7,3,3,0.2067,42.23,False,2026-08-15T06:03:42.131498+00:00
inc-2142,cust_1207,mch_demo,122900,INR,card,STANDARD,INSUFFICIENT_FUNDS,30,5,0,0.2351,34.77,False,2026-08-19T20:03:42.131498+00:00
inc-2143,cust_1216,mch_demo,229600,INR,card,STANDARD,MANDATE_FAILURE,36,4,3,0.4338,60.56,False,2026-08-11T00:03:42.131498+00:00
inc-2144,cust_1033,mch_demo,2134200,INR,wallet,STANDARD,PROCESSOR_ERROR,20,0,2,0.2611,70.0,False,2026-08-13T05:03:42.131498+00:00
inc-2145,cust_1276,mch_demo,13243100,INR,card,PREMIUM,BANK_DECLINE,27,2,3,0.3562,52.57,False,2026-08-08T07:03:42.131498+00:00
inc-2146,cust_1394,mch_demo,11524200,INR,card,STANDARD,BANK_DECLINE,18,1,3,0.6931,32.41,False,2026-08-09T09:03:42.131498+00:00
inc-2147,cust_1171,mch_demo,270700,INR,card,STANDARD,CARD_EXPIRED,4,5,2,0.4075,41.6,False,2026-08-11T18:03:42.131498+00:00
inc-2148,cust_1003,mch_demo,1114200,INR,upi,PREMIUM,AUTHENTICATION_FAILURE,13,1,3,0.4826,17.8,False,2026-08-17T17:03:42.131498+00:00
inc-2149,cust_1130,mch_demo,2363100,INR,netbanking,STANDARD,CHECKOUT_ABANDONED,23,5,0,0.4759,16.86,False,2026-08-17T07:03:42.131498+00:00
inc-2150,cust_1411,mch_demo,270200,INR,card,VIP,NETWORK_TIMEOUT,12,0,3,0.3846,14.25,False,2026-08-21T22:03:42.131498+00:00
inc-2151,cust_1486,mch_demo,49900,INR,wallet,VIP,AUTHENTICATION_FAILURE,30,3,0,0.571,13.98,False,2026-08-18T11:03:42.131498+00:00
inc-2152,cust_1000,mch_demo,9722300,INR,card,STANDARD,AUTHENTICATION_FAILURE,0,3,0,0.5089,15.66,False,2026-08-17T19:03:42.131498+00:00
inc-2153,cust_1151,mch_demo,110000,INR,card,PREMIUM,CARD_BLOCKED,31,1,0,0.544,29.02,False,2026-08-17T21:03:42.131498+00:00
inc-2154,cust_1427,mch_demo,27243200,INR,card,VIP,AUTHENTICATION_FAILURE,7,5,3,0.692,13.15,True,2026-08-08T20:03:42.131498+00:00
inc-2155,cust_1394,mch_demo,2046200,INR,wallet,VIP,UNKNOWN,18,0,3,0.389,40.59,False,2026-08-13T10:03:42.131498+00:00
inc-2156,cust_1082,mch_demo,856600,INR,netbanking,STANDARD,INSUFFICIENT_FUNDS,24,5,2,0.1596,18.95,False,2026-08-18T19:03:42.131498+00:00
inc-2157,cust_1428,mch_demo,5980200,INR,card,STANDARD,UNKNOWN,16,1,0,0.2602,36.27,False,2026-08-19T07:03:42.131498+00:00
inc-2158,cust_1252,mch_demo,1904300,INR,card,STANDARD,BANK_DECLINE,5,2,0,0.3817,55.18,False,2026-08-14T21:03:42.131498+00:00
inc-2159,cust_1214,mch_demo,174200,INR,card,STANDARD,INSUFFICIENT_FUNDS,32,0,1,0.1881,32.49,False,2026-08-18T19:03:42.131498+00:00
inc-2160,cust_1233,mch_demo,11575700,INR,card,STANDARD,NETWORK_TIMEOUT,14,2,2,0.6146,39.5,False,2026-08-09T06:03:42.131498+00:00
inc-2161,cust_1095,mch_demo,48208400,INR,card,PREMIUM,BANK_DECLINE,36,3,3,0.347,43.63,False,2026-08-09T05:03:42.131498+00:00
inc-2162,cust_1436,mch_demo,761900,INR,netbanking,STANDARD,PROCESSOR_ERROR,9,0,1,0.6583,12.05,False,2026-08-13T18:03:42.131498+00:00
inc-2163,cust_1074,mch_demo,9690600,INR,card,STANDARD,CARD_BLOCKED,19,3,2,0.5995,23.42,False,2026-08-14T06:03:42.131498+00:00
inc-2164,cust_1415,mch_demo,19384100,INR,card,STANDARD,AUTHENTICATION_FAILURE,1,4,3,0.5184,49.83,False,2026-08-21T04:03:42.131498+00:00
inc-2165,cust_1163,mch_demo,118700,INR,card,STANDARD,NETWORK_TIMEOUT,35,2,2,0.5166,19.76,False,2026-08-21T16:03:42.131498+00:00
inc-2166,cust_1120,mch_demo,235100,INR,netbanking,VIP,BANK_DECLINE,13,3,1,0.5513,59.58,False,2026-08-17T19:03:42.131498+00:00
inc-2167,cust_1269,mch_demo,150100,INR,card,STANDARD,INSUFFICIENT_FUNDS,4,4,3,0.1813,40.39,True,2026-08-20T22:03:42.131498+00:00
inc-2168,cust_1485,mch_demo,51700,INR,upi,PREMIUM,PROCESSOR_ERROR,17,0,2,0.6819,41.89,False,2026-08-08T07:03:42.131498+00:00
inc-2169,cust_1025,mch_demo,18076400,INR,netbanking,STANDARD,CARD_BLOCKED,28,3,3,0.4937,11.84,True,2026-08-17T03:03:42.131498+00:00
inc-2170,cust_1070,mch_demo,3092100,INR,card,VIP,INSUFFICIENT_FUNDS,33,0,2,0.4315,62.3,False,2026-08-19T01:03:42.131498+00:00
inc-2171,cust_1393,mch_demo,16374800,INR,wallet,STANDARD,NETWORK_TIMEOUT,22,5,1,0.5789,10.86,False,2026-08-16T13:03:42.131498+00:00
inc-2172,cust_1004,mch_demo,166100,INR,card,VIP,PROCESSOR_ERROR,31,1,3,0.6708,46.84,False,2026-08-16T19:03:42.131498+00:00
inc-2173,cust_1382,mch_demo,1281300,INR,netbanking,STANDARD,CARD_BLOCKED,27,4,1,0.2021,37.31,False,2026-08-19T09:03:42.131498+00:00
inc-2174,cust_1218,mch_demo,3458900,INR,wallet,STANDARD,INSUFFICIENT_FUNDS,32,3,3,0.5666,32.28,True,2026-08-11T16:03:42.131498+00:00
inc-2175,cust_1474,mch_demo,221900,INR,upi,VIP,PROCESSOR_ERROR,34,4,2,0.4485,7.62,False,2026-08-13T07:03:42.131498+00:00
inc-2176,cust_1081,mch_demo,20869800,INR,upi,VIP,CARD_BLOCKED,27,3,3,0.4029,39.97,False,2026-08-09T09:03:42.131498+00:00
inc-2177,cust_1229,mch_demo,49999900,INR,card,VIP,PROCESSOR_ERROR,5,3,2,0.1562,17.15,False,2026-08-17T21:03:42.131498+00:00
inc-2178,cust_1297,mch_demo,14264400,INR,card,STANDARD,PROCESSOR_ERROR,20,4,0,0.6821,14.95,True,2026-08-15T19:03:42.131498+00:00
inc-2179,cust_1165,mch_demo,1377800,INR,card,VIP,UNKNOWN,24,2,0,0.4121,42.24,False,2026-08-12T18:03:42.131498+00:00
inc-2180,cust_1470,mch_demo,548900,INR,card,PREMIUM,PROCESSOR_ERROR,7,3,0,0.1636,64.87,True,2026-08-20T11:03:42.131498+00:00
inc-2181,cust_1035,mch_demo,2348800,INR,upi,PREMIUM,MANDATE_FAILURE,25,2,0,0.4156,41.27,False,2026-08-09T20:03:42.131498+00:00
inc-2182,cust_1184,mch_demo,5258500,INR,card,STANDARD,NETWORK_TIMEOUT,38,1,2,0.4391,23.8,True,2026-08-08T03:03:42.131498+00:00
inc-2183,cust_1178,mch_demo,49999900,INR,card,VIP,CARD_BLOCKED,3,5,1,0.4376,48.41,False,2026-08-11T13:03:42.131498+00:00
inc-2184,cust_1006,mch_demo,245000,INR,card,VIP,CARD_EXPIRED,2,3,2,0.5521,17.28,False,2026-08-08T12:03:42.131498+00:00
inc-2185,cust_1092,mch_demo,49900,INR,upi,STANDARD,CHECKOUT_ABANDONED,12,3,1,0.5139,60.18,False,2026-08-18T20:03:42.131498+00:00
inc-2186,cust_1100,mch_demo,22257500,INR,card,STANDARD,INSUFFICIENT_FUNDS,16,1,3,0.1575,48.98,False,2026-08-08T09:03:42.131498+00:00
inc-2187,cust_1186,mch_demo,3345600,INR,upi,VIP,CARD_BLOCKED,18,0,2,0.2928,38.66,False,2026-08-12T09:03:42.131498+00:00
inc-2188,cust_1188,mch_demo,49999900,INR,wallet,VIP,NETWORK_TIMEOUT,16,0,3,0.3178,41.82,False,2026-08-09T07:03:42.131498+00:00
inc-2189,cust_1112,mch_demo,8751800,INR,netbanking,PREMIUM,BANK_DECLINE,4,2,3,0.349,49.25,False,2026-08-14T02:03:42.131498+00:00
inc-2190,cust_1341,mch_demo,14684300,INR,card,PREMIUM,CHECKOUT_ABANDONED,32,1,2,0.3447,43.06,False,2026-08-17T19:03:42.131498+00:00
inc-2191,cust_1081,mch_demo,777900,INR,wallet,VIP,MANDATE_FAILURE,13,3,3,0.5102,60.77,False,2026-08-08T14:03:42.131498+00:00
inc-2192,cust_1473,mch_demo,9731200,INR,card,PREMIUM,AUTHENTICATION_FAILURE,15,1,3,0.41,56.92,False,2026-08-21T22:03:42.131498+00:00
inc-2193,cust_1153,mch_demo,21281000,INR,upi,VIP,PROCESSOR_ERROR,38,5,2,0.2701,63.19,False,2026-08-16T16:03:42.131498+00:00
inc-2194,cust_1305,mch_demo,87300,INR,upi,PREMIUM,NETWORK_TIMEOUT,25,3,1,0.3255,54.37,True,2026-08-21T08:03:42.131498+00:00
inc-2195,cust_1388,mch_demo,57800,INR,upi,STANDARD,INSUFFICIENT_FUNDS,29,3,1,0.4018,66.37,False,2026-08-09T04:03:42.131498+00:00
inc-2196,cust_1341,mch_demo,9544700,INR,card,STANDARD,UNKNOWN,15,4,0,0.3231,10.19,False,2026-08-14T16:03:42.131498+00:00
inc-2197,cust_1019,mch_demo,217900,INR,card,STANDARD,MANDATE_FAILURE,0,2,2,0.4575,7.53,False,2026-08-14T11:03:42.131498+00:00
inc-2198,cust_1465,mch_demo,367900,INR,wallet,PREMIUM,BANK_DECLINE,14,1,3,0.3389,46.95,False,2026-08-19T01:03:42.131498+00:00
inc-2199,cust_1057,mch_demo,1479700,INR,upi,STANDARD,BANK_DECLINE,22,4,0,0.1933,24.13,False,2026-08-19T21:03:42.131498+00:00
inc-2200,cust_1430,mch_demo,328000,INR,card,VIP,AUTHENTICATION_FAILURE,11,5,2,0.5994,13.33,False,2026-08-12T18:03:42.131498+00:00
inc-2201,cust_1283,mch_demo,104300,INR,card,PREMIUM,PROCESSOR_ERROR,22,2,2,0.3499,69.0,False,2026-08-17T22:03:42.131498+00:00
inc-2202,cust_1041,mch_demo,913700,INR,card,STANDARD,INSUFFICIENT_FUNDS,20,0,0,0.589,37.46,False,2026-08-08T16:03:42.131498+00:00
inc-2203,cust_1352,mch_demo,1132400,INR,wallet,STANDARD,MANDATE_FAILURE,26,1,3,0.6058,18.31,False,2026-08-17T08:03:42.131498+00:00
inc-2204,cust_1433,mch_demo,186000,INR,card,PREMIUM,AUTHENTICATION_FAILURE,30,2,3,0.2876,53.46,True,2026-08-19T01:03:42.131498+00:00
inc-2205,cust_1014,mch_demo,364000,INR,card,PREMIUM,CHECKOUT_ABANDONED,33,0,3,0.2915,31.89,True,2026-08-12T23:03:42.131498+00:00
inc-2206,cust_1123,mch_demo,49900,INR,card,STANDARD,CHECKOUT_ABANDONED,39,4,2,0.4641,68.69,True,2026-08-12T20:03:42.131498+00:00
inc-2207,cust_1364,mch_demo,2981100,INR,netbanking,STANDARD,AUTHENTICATION_FAILURE,8,5,3,0.6676,35.09,False,2026-08-21T08:03:42.131498+00:00
inc-2208,cust_1470,mch_demo,38384700,INR,card,STANDARD,BANK_DECLINE,19,4,2,0.3042,62.11,False,2026-08-10T17:03:42.131498+00:00
inc-2209,cust_1311,mch_demo,108600,INR,upi,VIP,NETWORK_TIMEOUT,19,2,0,0.5076,62.7,True,2026-08-14T03:03:42.131498+00:00
inc-2210,cust_1185,mch_demo,200100,INR,netbanking,VIP,BANK_DECLINE,24,3,1,0.2089,46.02,False,2026-08-11T23:03:42.131498+00:00
inc-2211,cust_1383,mch_demo,139500,INR,netbanking,PREMIUM,CARD_EXPIRED,12,0,1,0.5451,48.7,False,2026-08-21T12:03:42.131498+00:00
inc-2212,cust_1351,mch_demo,677800,INR,card,STANDARD,BANK_DECLINE,37,3,3,0.6534,13.83,True,2026-08-21T05:03:42.131498+00:00
inc-2213,cust_1058,mch_demo,26625100,INR,card,VIP,CARD_EXPIRED,38,1,3,0.3264,65.61,False,2026-08-09T13:03:42.131498+00:00
inc-2214,cust_1072,mch_demo,1642600,INR,card,STANDARD,BANK_DECLINE,3,5,3,0.6215,21.09,False,2026-08-12T22:03:42.131498+00:00
inc-2215,cust_1203,mch_demo,15093000,INR,card,STANDARD,CARD_BLOCKED,20,3,1,0.2362,50.84,False,2026-08-16T18:03:42.131498+00:00
